,word,count,frequency,probability_of_staying,cumulative_distribution,one_hot_vector,word_vector
22,than,2,0.009523809523809525,0.429037034920393,36,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.03906247762032779, 0.07672530260447627, -0.07167484453971167, -0.01894686200660492, -0.023222351324228202, 0.0365040220828413, -0.06278164812133624, 0.05164712026272557, 0.011497817842724235, -0.04053923804717014, 0.04572197440062875, 0.060798772704105865, -0.056791272856037495, 0.06680673851485538, -0.020219226462266086, -0.012978436091751828, 0.05544321084995654, -0.020246367770182214, -0.070748620893595, -0.02987315786115578, 0.026404899103154116, 0.024615892121675004, -0.044503294478772416, 0.03224645143971729]"
23,with,2,0.009523809523809525,0.429037034920393,37,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.04443417096173229, -0.025768722742684907, 0.050192769868721954, 0.006636768093967101, 0.059408406665084686, 0.009136950499781518, 0.05405096747717572, -0.0631891910811421, -0.030925435240616268, -0.06741870547437787, 0.06814017055660247, -0.04865117366115682, -0.06683544265021502, -0.026471659708534837, -0.006436210325498868, 0.025233461902446006, -0.0819971043957505, 0.045999158018654465, 0.03164429411117071, 0.009892410699914613, -0.0647842441023526, -0.0464607629180858, 0.03284775207195882, -0.03344406677237411]"
24,4.6billion,1,0.004761904761904762,0.6682575694955839,38,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.06066966722443326, -0.026417700338610402, -0.011371100566589926, -0.050025276836310376, 0.03432565927595325, -0.027217146808648254, -0.07217831684939545, 0.026489908515190348, -0.007565164115524114, 0.023011233543688725, 0.07322729929701915, -0.07118209219278254, -0.03631421124084692, -0.05458682810155333, 0.03766474237026131, -0.05482660563369385, -0.08147293070605648, 0.02594187096317235, 0.03610592894483073, 0.03307462289920546, 0.034670938154368995, 0.03943153540319252, 0.022492960981484244, -0.05973625903718809]"
25,ago,1,0.004761904761904762,0.6682575694955839,39,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.054092093206435946, 0.06047149468177731, 0.03378489635707707, -0.0031594379309305776, 0.04702070879837433, -0.05882431440213159, 0.03444289395346235, -0.019512195020595934, -0.06356037666886603, 0.023377949598288483, 0.018980479880744403, 0.04260618047690014, -0.0626645387549828, 0.06152486003561177, 0.012144452103695177, -0.0003258469652635876, -0.05631781251081689, -0.029843256387577597, 0.0513381478788817, -0.05352864788423237, -0.0673235201159181, 0.06155196206238345, -0.043013196056072976, 0.04059073826897935]"
26,all,1,0.004761904761904762,0.6682575694955839,40,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.02482379994116674, -0.036505668671600246, -0.07123820799684297, 0.013201802016772292, -0.0006066874882494245, -0.07418613804911323, -0.07551738912151784, 0.07784404243853658, 0.057464810831559736, -0.02384832562881227, 0.05806910812304182, 0.06828003624696709, -0.0032487113985899202, 0.07880351823007894, 0.0021294767369484167, -0.07089666398616815, -0.015926070100434866, 0.06814162426574355, 0.04161463641929566, 0.022277754386646042, -0.005473506977676117, -0.05575228498029579, -0.007984095629149628, 0.04616564033479282]"
27,almost,1,0.004761904761904762,0.6682575694955839,41,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.08190867356487204, 0.0001453424886042389, -0.04769449364895832, 0.06219799309215046, 0.07417610467819373, 0.013017034962045823, 0.06646710517008883, -0.021860849151386176, 0.0035606991856503827, 0.061128908751147217, -0.0348698251642003, 0.035515688277182364, 0.05862690565017878, -0.06828635480746512, 0.059318894438107436, -0.0629805585186807, 0.007499255999773473, 0.027472686603484404, 0.007994856409659391, -0.04719048526015467, -0.039471960714379785, 0.03469598697112575, -0.07160779557301862, -0.01231154091949201]"
28,bound,1,0.004761904761904762,0.6682575694955839,41,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.0466598694357982, 0.06536168555074134, -0.008048220583780878, 0.039962386250351305, -0.07990234982803752, 0.07867009736170327, 0.025880197344301827, 0.057370274318737126, -0.06006264473940673, -0.020854101117383415, -0.05600326543087868, 0.03593494895830831, 0.003305383170141134, 0.030085052464616388, 0.03441738975096847, -0.03623330317261034, -0.04991939989278313, 0.028786215782107636, -0.0504782077297242, 0.022773626250191758, 0.07419678122380358, -0.048498356190318975, 0.038103431813125206, -0.008492811640180554]"
29,called,1,0.004761904761904762,0.6682575694955839,42,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.0017927451543033363, 0.08487449269748044, 0.0046127364591139605, 0.015692861825879433, 0.015985953521465018, 0.0389792524705474, 0.03205864505256886, 0.026482006430604423, 0.08919807560394225, 0.008111752613015801, -0.08957410264634048, 0.0055662358473727806, -0.05759488316550153, -0.09195880624231471, 0.04703503703583858, -0.05335735734258818, -0.003277984535641975, -0.057131917879410035, 0.03552380328233701, -0.05521896690957031, -0.04013630291085494, 0.046642449303047014, -0.09874468081899898, 0.0004489502512625469]"
30,circular,1,0.004761904761904762,0.6682575694955839,43,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.058623264303333096, -0.04876811248230936, -0.038228844408408756, -0.03338142907566229, -0.03174304573385489, 0.06370743891446382, -0.04770999357180952, 0.061367160333554875, 0.057298783817501454, -0.025011281775477186, -0.03914867227995022, -0.05504183481429996, -0.022887357079879603, 0.006782700185449425, 0.0507666742112793, -0.04580900833049623, 0.017462553148398938, -0.03449349506884995, 0.04374732215708118, -0.04143944448998678, 0.004819557369275293, 0.06150195230108375, -0.06687332596608637, 0.04338674818150778]"
31,cloud,1,0.004761904761904762,0.6682575694955839,44,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.025261532058985497, -0.050436730214147685, 0.046755347339861766, 0.04864136662334673, 0.021423752385017755, -0.06366849691865711, 0.014156165780259805, -0.030752799210302283, 0.05973038831997402, 0.0699576218562088, 0.02646625589529244, 0.04398995489836508, 0.06087759856700683, -0.005869116192020742, -0.03367751742321813, -0.0434347953124681, 0.06815410364381705, -0.05865797662825809, 0.050601582553148707, -0.0323599816244957, 0.03480832180711622, -0.0656009861081393, -0.020847971932169553, -0.023869636707722585]"
32,collapse,1,0.004761904761904762,0.6682575694955839,45,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.008876335610249267, 0.04387547041196124, -0.0029452917710849633, 0.06599737773713486, 0.05892744629424942, 0.04152634967891305, 0.02089411688623748, -0.06829351447168118, -0.02417466737345031, -0.027983682576850792, 0.07219952568615269, -0.06298707760302066, 0.08577207357714015, 0.02022135650243348, 0.053145806418003975, -0.046125535955288406, 0.003311585178143499, -0.024090694593485125, 0.09132383425381904, 0.006402448875408626, 0.0211176935631885, -0.0733497003566265, 0.04404337277008391, -0.03241504185539281]"
33,contained,1,0.004761904761904762,0.6682575694955839,45,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.029793141859250787, 0.03606218472425864, -0.025003845876856928, 0.06311081976448839, -0.030182410936814247, -0.0790745561228795, -0.040761576423674784, -0.03112617297042835, 0.07550655466348707, -0.04901155635246798, -0.018400807066678748, -0.04549292521171644, 0.03909854234555613, 0.006177262647764367, -0.06115628690862907, -0.02029526512941995, 0.08400348670353239, 0.05123185599631614, -0.017760190946042597, 0.08678964141861847, -0.04753865574162598, -0.041240674188402535, -0.01694392392376723, 0.0042376620773231935]"
34,disc,1,0.004761904761904762,0.6682575694955839,46,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.05127600673664196, -0.05316051798211951, 0.022539725383260472, 0.08150705434625412, 0.025141122755555415, -0.014185803898280537, -0.054486385322678736, 0.031650025843513015, -0.09185881000882413, -0.042982176324121185, -0.0650159830818341, -0.00919432259296927, 0.006663414879769073, -0.004501759584791449, 0.05732682799670385, 0.05395253521366675, 0.03813248170901376, 0.0930532303230461, 0.003720714361458549, 0.05198174418903246, 0.005789196607501301, 0.006933962041797723, 0.049362749788853445, -0.08558344902831308]"
35,earth,1,0.004761904761904762,0.6682575694955839,47,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.015616185624837749, -0.010810419291005022, 0.036426775384465135, -0.03910171682042202, 0.08941834879898643, 0.03913134812156158, -0.0417129759481181, -0.051090585786290076, 0.047966846855045736, -0.08018901464534425, 0.008399540410929763, 0.0745700045787518, -0.00016947760363814334, 0.08635933542457076, -0.0014830243402013598, 0.06322681818310473, -0.03959631404108496, -0.028363417454861286, -0.06843560365935629, 0.033031233308419096, -0.06830723423059665, 0.03500110589023712, -0.019009468715635993, -0.02258320488253589]"
36,ecliptic,1,0.004761904761904762,0.6682575694955839,48,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.040476969521008904, -0.01915958266740608, 0.037548061558774805, -0.03195071861252656, -0.020919684595327268, -0.007295091111692823, -0.009344914729695763, -0.0755305815728126, 0.06352146669070552, -0.06637774074807667, 0.016822857710513575, -0.07925266778068345, -0.04034916871703977, 0.010292506244558389, 0.08025621873668548, -0.014064026121576024, -0.024809568243672878, -0.05166406837148836, -0.036495617800027746, 0.05511979637398603, -0.07869548648921684, -0.027048150655045223, -0.04009896586450843, 0.0729060890829707]"
37,either,1,0.004761904761904762,0.6682575694955839,49,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.011376990728551311, -0.003930788636411554, -0.05922632708505809, -0.01665983446159454, -0.06268188062649409, 0.036240291720614756, 0.04739962786209635, 0.06500691828816883, 0.05745983884899769, -0.0672665283090829, -0.06494160592796994, -0.05876709149945501, 0.050860230350235756, 0.061521235073557, 0.013510664029978787, 0.042968266682276296, 0.044293030030144155, -0.046710788182196566, -0.06197756239936582, -0.016769512333345983, 0.02863969308832068, -0.02006421936001823, -0.03106053775265835, -0.03066653672340731]"
38,flat,1,0.004761904761904762,0.6682575694955839,49,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.07071074031911324, -0.06847614640610954, 0.07742930811781043, 0.04307155963071254, -0.017896684074755358, -0.0008170772291865492, 0.075557926161781, -0.03125020327623422, 0.08241346376804781, -0.047410294673393034, 0.019613597157535738, -0.05082222543812861, 0.01837502444412428, 0.056402561591668995, -0.057342571368536016, 0.03754193010661405, -0.06837310736721718, 0.07359700363146687, -0.011940965389554865, -0.00270253305965768, 0.006244488548971091, 0.0015306455502507872, -0.017231524981373484, 0.06324841770775667]"
39,formed,1,0.004761904761904762,0.6682575694955839,50,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.049314721516533204, 0.040947073213734565, 0.03518163173570765, -0.010676867524457007, -0.06474655521196801, 0.0056712035102627085, -0.010462363506875719, -0.03033572267981316, 0.013487031106260162, 0.061027818770338686, 0.04543657510765306, 0.06321265131630956, 0.08829880023358896, 0.007200807146735598, 0.0010224735151425463, -0.00024179086277385895, -0.0620698221987404, -0.08298093264069056, 0.05765075318417747, 0.08695313976745636, 0.0039028712511921097, 0.0798482544675915, 0.07535287847536319, 0.02397726105663408]"
40,from,1,0.004761904761904762,0.6682575694955839,51,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.011691608645081532, -0.06462572815952225, 0.02092632048443039, 0.015267434946241769, 0.05159949350523628, -0.023055482164922907, -0.026052832473383553, 0.04036563458588676, -0.06106630388734221, -0.06985906459649824, -0.05927234849033977, 0.04194618106657166, 0.0366219658813404, -0.03392895443470519, -0.0522171305389707, -0.0430760017276752, 0.054392279811104, -0.004243465530766709, -0.041823570591224865, 0.06185313106671852, -0.009076849939455341, -0.06386081349852192, -0.04742717778848007, 0.0657502261855799]"
41,gas,1,0.004761904761904762,0.6682575694955839,52,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.05276968728367767, -0.014903236662585946, 0.04639668754463123, -0.023238587255810333, -0.05183860613807093, -0.019091777524287232, 0.022793862539923465, -0.061357003787999784, 0.03675516102909937, -0.004991568937206744, -0.05120528905133387, 0.010484622859010603, -0.06254781118482007, 0.02610082720587736, 0.05789238068460037, 0.04828550143436546, 0.04195641921526067, -0.07625950310735832, 0.02977829673123818, -0.015667264584432752, -0.03297263024571035, -0.06669521930995309, -0.0723578779460552, 0.07366017773669106]"
42,gravitational,1,0.004761904761904762,0.6682575694955839,52,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.058098942105045265, 0.08476556096849247, 0.00415294778868737, -0.01156863108873016, 0.03506757539012882, -0.03372450274889545, 0.023466572501863504, -0.05797081050143105, 0.08952526941194121, -0.04152816493340112, 0.039050964328611874, -0.016695567992301787, -0.002064902776284869, 0.015380480896908211, -0.009796638898787149, 0.016865269197112388, -0.05432389111614231, 0.05598057537882349, 0.09306496129820262, -0.0734888795426533, 0.04153874760465994, -0.01993351128080051, -0.054610524457759456, -0.06733610779233569]"
43,gravitationally,1,0.004761904761904762,0.6682575694955839,53,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.07230003843405103, 0.05551768304450458, 0.03155567177875062, 0.0434894191678942, 0.012563828988000493, 0.025307661602446286, 0.04884971972995823, 0.048522150547329244, 0.05239139386009097, -0.05347241131741044, 0.032571113939909545, 0.07370497158118477, -0.07111042951122323, 0.012860439624569044, 0.05778303453909846, -0.03514312630998453, -0.034978001539081344, -0.013137230198918716, 0.042138905805535, 0.05602905917772074, -0.00386605513276935, -0.05580903743494479, -0.01741276742643663, 0.04948584930818779]"
